bmse_id,simulation,name,inchi,inchi_skeleton,formula,ref_field_mhz,n_sim_points,roi_rmsd,ph,temperature_k,solvent,reference,sim_csv,has_field
bmse000928,simulation_1,Thiram,InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4,C6H12N2S4,499.84,32768,0.01783,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000928/simulation_1/B0s/sim_600MHz.csv,True
bmse000929,simulation_1,3-Methoxytyramine,"InChI=1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3",1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11,C9H13NO2,499.84,32768,0.01027,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000929/simulation_1/B0s/sim_600MHz.csv,True
bmse000930,simulation_1,4-Pyridoxic-acid,"InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)",1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4,C8H9NO4,499.84,32768,0.01530,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000930/simulation_1/B0s/sim_600MHz.csv,True
bmse000933,simulation_1,Dopamine,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6,C8H11NO2,499.84,32768,0.01120,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000933/simulation_1/B0s/sim_600MHz.csv,True
bmse000936,simulation_1,Agmatine,"InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)",1S/C5H14N4/c6-3-1-2-4-9-5(7)8,C5H14N4,600.13,32768,0.01556,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000936/simulation_1/B0s/sim_600MHz.csv,True
bmse000940,simulation_1,Uracil,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3,C4H4N2O2,600.13,32768,0.01561,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000940/simulation_1/B0s/sim_600MHz.csv,True
bmse000942,simulation_1,2-Deoxyinosine,"InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1",1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17,C10H12N4O4,499.84,32768,0.01756,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000942/simulation_1/B0s/sim_600MHz.csv,True
bmse000943,simulation_1,5-Methoxy-DL-tryptophan,"InChI=1S/C12H14N2O3/c1-17-8-2-3-11-9(5-8)7(6-14-11)4-10(13)12(15)16/h2-3,5-6,10,14H,4,13H2,1H3,(H,15,16)/t10-/m0/s1",1S/C12H14N2O3/c1-17-8-2-3-11-9(5-8)7(6-14-11)4-10(13)12(15)16,C12H14N2O3,499.84,32768,0.02155,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000943/simulation_1/B0s/sim_600MHz.csv,True
bmse000944,simulation_1,Ethyl-acetoacetate,"InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3",1S/C6H10O3/c1-3-9-6(8)4-5(2)7,C6H10O3,499.84,32768,0.01497,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000944/simulation_1/B0s/sim_600MHz.csv,True
bmse000947,simulation_1,L-Proline,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",1S/C5H9NO2/c7-5(8)4-2-1-3-6-4,C5H9NO2,600.13,32768,0.00965,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000947/simulation_1/B0s/sim_600MHz.csv,True
bmse000948,simulation_1,Betaine,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3","1S/C5H11NO2/c1-6(2,3)4-5(7)8",C5H11NO2,600.13,32768,0.01048,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000948/simulation_1/B0s/sim_600MHz.csv,True
bmse000949,simulation_1,D-Carnitine,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1/t6-/m1/s1","1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11",C7H15NO3,600.13,32768,0.02326,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000949/simulation_1/B0s/sim_600MHz.csv,True
bmse000950,simulation_1,Creatine,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)",1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9,C4H9N3O2,600.13,32768,0.00645,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000950/simulation_1/B0s/sim_600MHz.csv,True
bmse000952,simulation_1,L-Glutathione reduced,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1",1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16,C10H17N3O6S,600.13,32768,0.01496,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000952/simulation_1/B0s/sim_600MHz.csv,True
bmse000953,simulation_1,Choline,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1","1S/C5H14NO/c1-6(2,3)4-5-7",C5H14NO,600.13,32768,0.02707,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000953/simulation_1/B0s/sim_600MHz.csv,True
bmse000957,simulation_1,5-Aminovaleric-acid,"InChI=1/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)/f/h7H",1/C5H11NO2/c6-4-2-1-3-5(7)8,C5H11NO2,499.84,32768,0.01798,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000957/simulation_1/B0s/sim_600MHz.csv,True
bmse000962,simulation_1,Gentisaldehyde,"InChI=1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10/h1-4,9-10H",1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10,C7H6O3,499.84,32768,0.01742,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000962/simulation_1/B0s/sim_600MHz.csv,True
bmse000966,simulation_1,Trans 4 Hydroxy-L-proline,"InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1",1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3,C5H9NO3,600.13,32768,0.01816,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000966/simulation_1/B0s/sim_600MHz.csv,True
bmse000967,simulation_1,Beta-Alanine,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",1S/C3H7NO2/c4-2-1-3(5)6,C3H7NO2,600.13,32768,0.00556,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000967/simulation_1/B0s/sim_600MHz.csv,True
bmse000968,simulation_1,Succinic acid,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",1S/C4H6O4/c5-3(6)1-2-4(7)8,C4H6O4,600.13,32768,0.00897,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000968/simulation_1/B0s/sim_600MHz.csv,True
bmse000969,simulation_1,Cytidine,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8,C9H13N3O5,600.13,32768,0.01235,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000969/simulation_1/B0s/sim_600MHz.csv,True
bmse000972,simulation_1,Butyraldehyde,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",1S/C4H8O/c1-2-3-4-5,C4H8O,499.84,32768,0.01171,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000972/simulation_1/B0s/sim_600MHz.csv,True
bmse000973,simulation_1,Ethyl-4-aminobutyrate,"InChI=1S/C6H13NO2/c1-2-9-6(8)4-3-5-7/h2-5,7H2,1H3",1S/C6H13NO2/c1-2-9-6(8)4-3-5-7,C6H13NO2,499.84,32768,0.01530,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000973/simulation_1/B0s/sim_600MHz.csv,True
bmse000975,simulation_1,L-cysteine,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",1S/C3H7NO2S/c4-2(1-7)3(5)6,C3H7NO2S,600.13,32768,0.01509,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000975/simulation_1/B0s/sim_600MHz.csv,True
bmse000976,simulation_1,L-Histidine,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4,C6H9N3O2,600.13,32768,0.01480,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000976/simulation_1/B0s/sim_600MHz.csv,True
bmse000977,simulation_1,Glycine,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",1S/C2H5NO2/c3-1-2(4)5,C2H5NO2,600.13,32768,0.01389,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000977/simulation_1/B0s/sim_600MHz.csv,True
bmse000978,simulation_1,Inosine,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18,C10H12N4O5,600.13,32768,0.01816,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000978/simulation_1/B0s/sim_600MHz.csv,True
bmse000979,simulation_1,L-(+) Lactic acid,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1",1S/C3H6O3/c1-2(4)3(5)6,C3H6O3,600.13,32768,0.00800,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000979/simulation_1/B0s/sim_600MHz.csv,True
bmse000982,simulation_1,2-Isopropylmalic-acid,"InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)/t7-/m0/s1","1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9",C7H12O5,499.84,32768,0.00814,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000982/simulation_1/B0s/sim_600MHz.csv,True
bmse000984,simulation_1,2-Amino-6-chloropurine,"InChI=1S/C5H4ClN5/c6-3-2-4(9-1-8-2)11-5(7)10-3/h1H,(H3,7,8,9,10,11)",1S/C5H4ClN5/c6-3-2-4(9-1-8-2)11-5(7)10-3,C5H4ClN5,499.84,32768,0.02650,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000984/simulation_1/B0s/sim_600MHz.csv,True
bmse000985,simulation_1,6-Hydroxyflavanone,"InChI=1S/C15H12O3/c16-11-6-7-14-12(8-11)13(17)9-15(18-14)10-4-2-1-3-5-10/h1-8,15-16H,9H2/t15-/m1/s1",1S/C15H12O3/c16-11-6-7-14-12(8-11)13(17)9-15(18-14)10-4-2-1-3-5-10,C15H12O3,499.84,32768,0.01880,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000985/simulation_1/B0s/sim_600MHz.csv,True
bmse000986,simulation_1,Esculetin,"InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H",1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11,C9H6O4,499.84,32768,0.01917,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000986/simulation_1/B0s/sim_600MHz.csv,True
bmse000988,simulation_1,Harmalol,"InChI=1S/C12H12N2O/c1-7-12-10(4-5-13-7)9-3-2-8(15)6-11(9)14-12/h2-3,6,13-14H,4-5H2,1H3",1S/C12H12N2O/c1-7-12-10(4-5-13-7)9-3-2-8(15)6-11(9)14-12,C12H12N2O,499.84,32768,0.02012,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000988/simulation_1/B0s/sim_600MHz.csv,True
bmse000989,simulation_1,Lapachol,"InChI=1S/C15H14O3/c1-9(2)7-8-12-13(16)10-5-3-4-6-11(10)14(17)15(12)18/h3-7,16H,8H2,1-2H3",1S/C15H14O3/c1-9(2)7-8-12-13(16)10-5-3-4-6-11(10)14(17)15(12)18,C15H14O3,499.84,32768,0.02383,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse000989/simulation_1/B0s/sim_600MHz.csv,True
bmse000990,simulation_1,5-Aminovaleric acid,"InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)",1S/C5H11NO2/c6-4-2-1-3-5(7)8,C5H11NO2,499.84,32768,0.01972,7.4,298,,,/reboxitory/2023/12/GISSMO/bmse000990/simulation_1/B0s/sim_600MHz.csv,True
bmse001010,simulation_1,Harmalol,"InChI=1S/C12H12N2O/c1-7-12-10(4-5-13-7)9-3-2-8(15)6-11(9)14-12/h2-3,6,13-14H,4-5H2,1H3",1S/C12H12N2O/c1-7-12-10(4-5-13-7)9-3-2-8(15)6-11(9)14-12,C12H12N2O,600.13,32768,0.01516,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse001010/simulation_1/B0s/sim_600MHz.csv,True
bmse001029,simulation_1,4-Chlorobenzaldehyde,InChI=1S/C7H5ClO/c8-7-3-1-6(5-9)2-4-7/h1-5H,1S/C7H5ClO/c8-7-3-1-6(5-9)2-4-7,C7H5ClO,400.13,32768,0.02743,n/a,298,,,/reboxitory/2023/12/GISSMO/bmse001029/simulation_1/B0s/sim_600MHz.csv,True
bmse001104,simulation_1,PENTYL BENZOATE,"InChI=1S/C12H16O2/c1-2-3-7-10-14-12(13)11-8-5-4-6-9-11/h4-6,8-9H,2-3,7,10H2,1H3",1S/C12H16O2/c1-2-3-7-10-14-12(13)11-8-5-4-6-9-11,C12H16O2,499.84,32768,0.02143,,,,,/reboxitory/2023/12/GISSMO/bmse001104/simulation_1/B0s/sim_600MHz.csv,True
bmse001106,simulation_1,"5,10,15,20-Tetraphenyl-21H,23H-porphine zinc","InChI=1S/C44H28N4.Zn/c1-5-13-29(14-6-1)41-33-21-23-35(45-33)42(30-15-7-2-8-16-30)37-25-27-39(47-37)44(32-19-11-4-12-20-32)40-28-26-38(48-40)43(31-17-9-3-10-18-31)36-24-22-34(41)46-36;/h1-28H;/q-2;+2/b41-33-,41-34-,42-35-,42-37-,43-36-,43-38-,44-39-,44-40-;",1S/C44H28N4.Zn/c1-5-13-29(14-6-1)41-33-21-23-35(45-33)42(30-15-7-2-8-16-30)37-25-27-39(47-37)44(32-19-11-4-12-20-32)40-28-26-38(48-40)43(31-17-9-3-10-18-31)36-24-22-34(41)46-36;,C44H28N4.Zn,499.84,32768,0.02012,,,,,/reboxitory/2023/12/GISSMO/bmse001106/simulation_1/B0s/sim_600MHz.csv,True
bmse001108,simulation_1,Nonanal,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",1S/C9H18O/c1-2-3-4-5-6-7-8-9-10,C9H18O,499.84,32768,0.01176,,,,,/reboxitory/2023/12/GISSMO/bmse001108/simulation_1/B0s/sim_600MHz.csv,True
bmse001114,simulation_1,3-(1H-indol-3-yl)prop-2-enoic acid,"InChI=1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-7,12H,(H,13,14)/b6-5+",1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10,C11H9NO2,499.84,32768,0.01183,,,,,/reboxitory/2023/12/GISSMO/bmse001114/simulation_1/B0s/sim_600MHz.csv,True
bmse001115,simulation_1,"2-[2,3-Di(hexanoyloxy)propoxy-hydroxyphosphoryl]oxyethyl-trimethylazanium","InChI=1S/C20H40NO8P/c1-6-8-10-12-19(22)26-16-18(29-20(23)13-11-9-7-2)17-28-30(24,25)27-15-14-21(3,4)5/h18H,6-17H2,1-5H3/p+1/t18-/m0/s1","1S/C20H40NO8P/c1-6-8-10-12-19(22)26-16-18(29-20(23)13-11-9-7-2)17-28-30(24,25)27-15-14-21(3,4)5",C20H40NO8P,499.84,32768,0.01563,,,,,/reboxitory/2023/12/GISSMO/bmse001115/simulation_1/B0s/sim_600MHz.csv,True
bmse001121,simulation_1,"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one","InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2/t13-/m0/s1",1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13,C15H12O5,499.84,32768,0.01470,,,,,/reboxitory/2023/12/GISSMO/bmse001121/simulation_1/B0s/sim_600MHz.csv,True
bmse001122,simulation_1,"3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one","InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2",1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20,C15H14O5,499.84,32768,0.01828,,,,,/reboxitory/2023/12/GISSMO/bmse001122/simulation_1/B0s/sim_600MHz.csv,True
bmse001124,simulation_1,"5,7-Dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13,C15H10O5,499.84,32768,0.08590,,,,,/reboxitory/2023/12/GISSMO/bmse001124/simulation_1/B0s/sim_600MHz.csv,True
bmse001125,simulation_1,"(2E)-3,7-dimethylocta-2,6-dien-1-ol","InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11,C10H18O,499.84,32768,0.01898,,,,,/reboxitory/2023/12/GISSMO/bmse001125/simulation_1/B0s/sim_600MHz.csv,True
bmse001129,simulation_1,Scopoletin,"InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,12H,1H3",1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11,C10H8O4,499.84,32768,0.01302,,,,,/reboxitory/2023/12/GISSMO/bmse001129/simulation_1/B0s/sim_600MHz.csv,True
bmse001133,simulation_1,N-(4-aminobutyl)acetamide,"InChI=1S/C6H14N2O/c1-6(9)8-5-3-2-4-7/h2-5,7H2,1H3,(H,8,9)",1S/C6H14N2O/c1-6(9)8-5-3-2-4-7,C6H14N2O,499.84,32768,0.01595,,,,,/reboxitory/2023/12/GISSMO/bmse001133/simulation_1/B0s/sim_600MHz.csv,True
bmse001134,simulation_1,Formiminoglycine,"InChI=1S/C3H6N2O2/c4-2-5-1-3(6)7/h2H,1H2,(H2,4,5)(H,6,7)",1S/C3H6N2O2/c4-2-5-1-3(6)7,C3H6N2O2,499.84,32768,0.03426,,,,,/reboxitory/2023/12/GISSMO/bmse001134/simulation_1/B0s/sim_600MHz.csv,True
bmse001136,simulation_1,"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol","InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+",1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11,C14H12O3,499.84,32768,0.00701,,,,,/reboxitory/2023/12/GISSMO/bmse001136/simulation_1/B0s/sim_600MHz.csv,True
bmse001141,simulation_1,"2-Methylnaphthalene-1,4-dione","InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3",1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13,C11H8O2,499.84,32768,0.05879,,,,,/reboxitory/2023/12/GISSMO/bmse001141/simulation_1/B0s/sim_600MHz.csv,True
bmse001142,simulation_1,2-Amino-3-hydroxybutanoic acid,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m0/s1",1S/C4H9NO3/c1-2(6)3(5)4(7)8,C4H9NO3,499.84,32768,0.01274,,,,,/reboxitory/2023/12/GISSMO/bmse001142/simulation_1/B0s/sim_600MHz.csv,True
bmse001144,simulation_1,2-Amino-3-(3H-imidazol-4-yl)propanoic acid,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m1/s1",1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4,C6H9N3O2,499.84,32768,0.01601,,,,,/reboxitory/2023/12/GISSMO/bmse001144/simulation_1/B0s/sim_600MHz.csv,True
bmse001146,simulation_1,"(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoic acid","InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-",1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22,C20H30O2,499.84,32768,0.01481,,,,,/reboxitory/2023/12/GISSMO/bmse001146/simulation_1/B0s/sim_600MHz.csv,True
bmse001147,simulation_1,"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol","InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1",1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7,C15H14O6,499.84,32768,0.01537,,,,,/reboxitory/2023/12/GISSMO/bmse001147/simulation_1/B0s/sim_600MHz.csv,True
bmse001148,simulation_1,6-Methylhept-5-en-2-one,"InChI=1S/C8H14O/c1-7(2)5-4-6-8(3)9/h5H,4,6H2,1-3H3",1S/C8H14O/c1-7(2)5-4-6-8(3)9,C8H14O,499.84,32768,0.00948,,,,,/reboxitory/2023/12/GISSMO/bmse001148/simulation_1/B0s/sim_600MHz.csv,True
bmse001150,simulation_1,"4-Amino-1,2-oxazolidin-3-one","InChI=1S/C3H6N2O2/c4-2-1-7-5-3(2)6/h2H,1,4H2,(H,5,6)/t2-/m1/s1",1S/C3H6N2O2/c4-2-1-7-5-3(2)6,C3H6N2O2,499.84,32768,0.02815,,,,,/reboxitory/2023/12/GISSMO/bmse001150/simulation_1/B0s/sim_600MHz.csv,True
bmse001151,simulation_1,Methyldisulfanylmethane,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,1S/C2H6S2/c1-3-4-2,C2H6S2,499.84,32768,0.01100,,,,,/reboxitory/2023/12/GISSMO/bmse001151/simulation_1/B0s/sim_600MHz.csv,True
bmse001152,simulation_1,Methylsulfanyldisulfanylmethane,InChI=1S/C2H6S3/c1-3-5-4-2/h1-2H3,1S/C2H6S3/c1-3-5-4-2,C2H6S3,499.84,32768,0.00438,,,,,/reboxitory/2023/12/GISSMO/bmse001152/simulation_1/B0s/sim_600MHz.csv,True
bmse001154,simulation_1,2-Methyl-5-propan-2-ylphenol,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9,C10H14O,499.84,32768,0.01085,,,,,/reboxitory/2023/12/GISSMO/bmse001154/simulation_1/B0s/sim_600MHz.csv,True
bmse001156,simulation_1,"(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione","InChI=1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3",1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2,C21H20O6,499.84,32768,0.01347,,,,,/reboxitory/2023/12/GISSMO/bmse001156/simulation_1/B0s/sim_600MHz.csv,True
bmse001157,simulation_1,"4-[4-(3,4-Dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol","InChI=1S/C18H22O4/c1-11(7-13-3-5-15(19)17(21)9-13)12(2)8-14-4-6-16(20)18(22)10-14/h3-6,9-12,19-22H,7-8H2,1-2H3/t11-,12+",1S/C18H22O4/c1-11(7-13-3-5-15(19)17(21)9-13)12(2)8-14-4-6-16(20)18(22)10-14,C18H22O4,499.84,32768,0.02485,,,,,/reboxitory/2023/12/GISSMO/bmse001157/simulation_1/B0s/sim_600MHz.csv,True
bmse001158,simulation_1,2-Amino-4-ethylsulfanylbutanoic acid,"InChI=1S/C6H13NO2S/c1-2-10-4-3-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1",1S/C6H13NO2S/c1-2-10-4-3-5(7)6(8)9,C6H13NO2S,499.84,32768,0.01312,,,,,/reboxitory/2023/12/GISSMO/bmse001158/simulation_1/B0s/sim_600MHz.csv,True
bmse001159,simulation_1,7-Hydroxyflavone,"InChI=1S/C15H10O3/c16-11-6-7-12-13(17)9-14(18-15(12)8-11)10-4-2-1-3-5-10/h1-9,17H",1S/C15H10O3/c16-11-6-7-12-13(17)9-14(18-15(12)8-11)10-4-2-1-3-5-10,C15H10O3,499.84,32768,0.00999,,,,,/reboxitory/2023/12/GISSMO/bmse001159/simulation_1/B0s/sim_600MHz.csv,True
bmse001162,simulation_1,AZULENE,InChI=1S/C10H8/c1-2-5-9-7-4-8-10(9)6-3-1/h1-8H,1S/C10H8/c1-2-5-9-7-4-8-10(9)6-3-1,C10H8,499.84,32768,0.01037,,,,,/reboxitory/2023/12/GISSMO/bmse001162/simulation_1/B0s/sim_600MHz.csv,True
bmse001166,simulation_1,5-Phenylpentanoic acid,"InChI=1S/C11H14O2/c12-11(13)9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9H2,(H,12,13)",1S/C11H14O2/c12-11(13)9-5-4-8-10-6-2-1-3-7-10,C11H14O2,499.84,32768,0.01954,,,,,/reboxitory/2023/12/GISSMO/bmse001166/simulation_1/B0s/sim_600MHz.csv,True
