row,votes,corr_to_median,pca_resid,iso_score
463,1,0.027135856,0.17825203,0.4604362039232918
158,1,0.04032515,0.17613739,0.4613060355916823
9078,1,0.1890021,0.17576554,0.5540066589860818
2233,1,0.20136419,0.17354959,0.5551226604758278
185,1,0.023372676,0.1730353,0.4619678892713328
9215,1,0.20395374,0.1729076,0.5603249842947616
675,1,0.16834557,0.17099006,0.5576934026676835
8060,1,0.1847461,0.16569018,0.5561906170699467
270,1,0.03114696,0.165045,0.45440468603719203
2680,1,0.18339859,0.16123849,0.554015323689676
293,1,0.020974778,0.16079307,0.4657240817245096
688,1,0.030151676,0.16014028,0.46180520278824705
387,1,0.17894408,0.15842384,0.5564749814736393
2067,1,0.23127268,0.15838347,0.551479568534056
7731,1,0.19775328,0.15762243,0.5542845560414743
196,1,0.026640968,0.15445198,0.46175798652298394
247,1,0.027725745,0.15069602,0.4690690167505224
79,1,0.024558537,0.14839146,0.45353888148319027
345,1,0.019532703,0.14582416,0.45805232922306116
8347,1,0.22510533,0.14572218,0.5522369077279884
716,1,0.19409019,0.1455798,0.5564749814736393
8193,1,0.21326423,0.14458355,0.5525312516563775
107,1,0.01882628,0.1415741,0.47105848452533167
8062,1,0.17586239,0.141141,0.5537931417070096
9641,1,0.20866603,0.14044888,0.5527529273683586
9657,1,0.21449488,0.14033686,0.5519280117467651
6910,1,0.19950919,0.14007953,0.5502489939790564
8572,1,0.19466528,0.13923268,0.5514682835499951
240,1,0.031025993,0.13439997,0.4726627754568636
343,1,0.034258366,0.13108891,0.4543619099757373
9201,1,0.19678745,0.13035527,0.5519615329822434
8213,1,0.2214498,0.11732056,0.5498434343258334
9485,0,0.552096,0.70093685,0.4590292668771809
9376,0,0.08592632,0.7000458,0.4890677621373369
8756,0,0.10143657,0.70001405,0.5220060642983514
1618,0,0.4792171,0.6991835,0.46291986488076226
9237,0,0.38491252,0.69892716,0.5467858190726478
913,0,0.5635849,0.6984782,0.4218375893030319
3665,0,0.32572165,0.6950031,0.49270112170354335
4100,0,0.48411748,0.69431746,0.46357801129515064
2541,0,0.0864055,0.69369507,0.543877365536398
4938,0,0.10784471,0.6888288,0.5171011147034437
9549,0,0.5997896,0.68732864,0.444624197291129
