row,block,study,lag
8055,45,MTBLS798,12
8056,45,MTBLS798,16
8057,12,AMBIGUOUS: MTBLS147,-784
8058,34,AMBIGUOUS: MTBLS395,-779
8059,12,AMBIGUOUS: MTBLS147,-752
8060,29,unassigned,4538
8061,12,AMBIGUOUS: MTBLS147,-772
8062,29,unassigned,4536
8063,34,AMBIGUOUS: MTBLS395,-708
8064,34,AMBIGUOUS: MTBLS395,-537
8065,50,unassigned,-244
8066,12,AMBIGUOUS: MTBLS147,-783
8067,34,AMBIGUOUS: MTBLS395,-851
8068,34,AMBIGUOUS: MTBLS395,-770
8069,12,AMBIGUOUS: MTBLS147,-757
8070,34,AMBIGUOUS: MTBLS395,-606
8071,34,AMBIGUOUS: MTBLS395,-769
8072,12,AMBIGUOUS: MTBLS147,-791
8073,53,unassigned,461
8074,34,AMBIGUOUS: MTBLS395,-502
8075,12,AMBIGUOUS: MTBLS147,-689
8076,12,AMBIGUOUS: MTBLS147,-800
8077,12,AMBIGUOUS: MTBLS147,-759
8078,34,AMBIGUOUS: MTBLS395,-779
8079,12,AMBIGUOUS: MTBLS147,-754
8080,45,MTBLS798,8
8081,45,MTBLS798,10
8082,34,AMBIGUOUS: MTBLS395,-776
8083,12,AMBIGUOUS: MTBLS147,-802
8084,34,AMBIGUOUS: MTBLS395,-759
8085,34,AMBIGUOUS: MTBLS395,-763
8086,12,AMBIGUOUS: MTBLS147,-779
8087,12,AMBIGUOUS: MTBLS147,-783
8088,12,AMBIGUOUS: MTBLS147,-773
8089,12,AMBIGUOUS: MTBLS147,-692
8090,34,AMBIGUOUS: MTBLS395,-832
8091,34,AMBIGUOUS: MTBLS395,-506
8092,12,AMBIGUOUS: MTBLS147,-805
8093,12,AMBIGUOUS: MTBLS147,-706
8094,12,AMBIGUOUS: MTBLS147,-789
8095,12,AMBIGUOUS: MTBLS147,-705
8096,12,AMBIGUOUS: MTBLS147,-781
8097,12,AMBIGUOUS: MTBLS147,-755
8098,12,AMBIGUOUS: MTBLS147,-779
8099,12,AMBIGUOUS: MTBLS147,-755
8100,53,unassigned,425
8101,12,AMBIGUOUS: MTBLS147,-804
8102,34,AMBIGUOUS: MTBLS395,-771
8103,12,AMBIGUOUS: MTBLS147,-794
8104,34,AMBIGUOUS: MTBLS395,-757
8105,12,AMBIGUOUS: MTBLS147,-788
8106,34,AMBIGUOUS: MTBLS395,-781
8107,34,AMBIGUOUS: MTBLS395,-568
8108,12,AMBIGUOUS: MTBLS147,-778
8109,12,AMBIGUOUS: MTBLS147,-777
8110,12,AMBIGUOUS: MTBLS147,-705
8111,34,AMBIGUOUS: MTBLS395,-774
8112,12,AMBIGUOUS: MTBLS147,-781
8113,34,AMBIGUOUS: MTBLS395,-764
8114,98,unassigned,-932
8115,34,AMBIGUOUS: MTBLS395,-588
8116,12,AMBIGUOUS: MTBLS147,-784
8117,45,MTBLS798,-6
8118,34,AMBIGUOUS: MTBLS395,-758
8119,12,AMBIGUOUS: MTBLS147,-791
8120,12,AMBIGUOUS: MTBLS147,-693
8121,12,AMBIGUOUS: MTBLS147,-700
8122,12,AMBIGUOUS: MTBLS147,-788
8123,34,AMBIGUOUS: MTBLS395,-555
8124,12,AMBIGUOUS: MTBLS147,-758
8125,34,AMBIGUOUS: MTBLS395,-774
8126,12,AMBIGUOUS: MTBLS147,-776
8127,53,unassigned,410
8128,12,AMBIGUOUS: MTBLS147,-791
8129,34,AMBIGUOUS: MTBLS395,-548
8130,38,unassigned,7020
8131,45,MTBLS798,-21
8132,12,AMBIGUOUS: MTBLS147,-797
8133,34,AMBIGUOUS: MTBLS395,-760
8134,12,AMBIGUOUS: MTBLS147,-692
8135,45,MTBLS798,1
8136,12,AMBIGUOUS: MTBLS147,-686
8137,45,MTBLS798,14
8138,12,AMBIGUOUS: MTBLS147,-709
8139,45,MTBLS798,6
8140,34,AMBIGUOUS: MTBLS395,-773
8141,12,AMBIGUOUS: MTBLS147,-788
8142,29,unassigned,4540
8143,53,unassigned,472
8144,34,AMBIGUOUS: MTBLS395,-759
8145,34,AMBIGUOUS: MTBLS395,-563
8146,34,AMBIGUOUS: MTBLS395,-553
8147,34,AMBIGUOUS: MTBLS395,-772
8148,34,AMBIGUOUS: MTBLS395,-670
8149,34,AMBIGUOUS: MTBLS395,-774
8150,12,AMBIGUOUS: MTBLS147,-789
8151,45,MTBLS798,-9
8152,12,AMBIGUOUS: MTBLS147,-802
8153,34,AMBIGUOUS: MTBLS395,-866
8154,45,MTBLS798,7
8155,12,AMBIGUOUS: MTBLS147,-778
8156,34,AMBIGUOUS: MTBLS395,-567
8157,34,AMBIGUOUS: MTBLS395,-749
8158,34,AMBIGUOUS: MTBLS395,-593
8159,71,unassigned,-3591
8160,53,unassigned,540
8161,34,AMBIGUOUS: MTBLS395,-665
8162,34,AMBIGUOUS: MTBLS395,-775
8163,34,AMBIGUOUS: MTBLS395,-757
8164,12,AMBIGUOUS: MTBLS147,-778
8165,12,AMBIGUOUS: MTBLS147,-684
8166,34,AMBIGUOUS: MTBLS395,-744
8167,12,AMBIGUOUS: MTBLS147,-784
8168,12,AMBIGUOUS: MTBLS147,-709
8169,34,AMBIGUOUS: MTBLS395,-776
8170,12,AMBIGUOUS: MTBLS147,-780
8171,34,AMBIGUOUS: MTBLS395,-771
8172,34,AMBIGUOUS: MTBLS395,-601
8173,34,AMBIGUOUS: MTBLS395,-558
8174,12,AMBIGUOUS: MTBLS147,-781
8175,34,AMBIGUOUS: MTBLS395,-630
8176,45,MTBLS798,13
8177,12,AMBIGUOUS: MTBLS147,-777
8178,34,AMBIGUOUS: MTBLS395,-756
8179,53,unassigned,551
8180,34,AMBIGUOUS: MTBLS395,-746
8181,12,AMBIGUOUS: MTBLS147,-777
8182,45,MTBLS798,-15
8183,12,AMBIGUOUS: MTBLS147,-783
8184,12,AMBIGUOUS: MTBLS147,-758
8185,12,AMBIGUOUS: MTBLS147,-764
8186,12,AMBIGUOUS: MTBLS147,-775
8187,34,AMBIGUOUS: MTBLS395,-777
8188,34,AMBIGUOUS: MTBLS395,-758
8189,34,AMBIGUOUS: MTBLS395,-776
8190,46,unassigned,578
8191,34,AMBIGUOUS: MTBLS395,-768
8192,34,AMBIGUOUS: MTBLS395,-512
8193,29,unassigned,4557
8194,34,AMBIGUOUS: MTBLS395,-574
8195,34,AMBIGUOUS: MTBLS395,-768
8196,98,unassigned,-940
8197,34,AMBIGUOUS: MTBLS395,-612
8198,34,AMBIGUOUS: MTBLS395,-837
8199,34,AMBIGUOUS: MTBLS395,-766
8200,45,MTBLS798,-10
8201,34,AMBIGUOUS: MTBLS395,-561
8202,34,AMBIGUOUS: MTBLS395,-775
8203,12,AMBIGUOUS: MTBLS147,-784
8204,45,MTBLS798,70
8205,53,unassigned,514
8206,34,AMBIGUOUS: MTBLS395,-409
8207,12,AMBIGUOUS: MTBLS147,-774
8208,34,AMBIGUOUS: MTBLS395,-779
8209,34,AMBIGUOUS: MTBLS395,-786
8210,62,MTBLS46,-822
8211,34,AMBIGUOUS: MTBLS395,-622
8212,34,AMBIGUOUS: MTBLS395,-490
8213,29,unassigned,4537
8214,34,AMBIGUOUS: MTBLS395,-614
8215,12,AMBIGUOUS: MTBLS147,-757
8216,29,unassigned,4544
8217,12,AMBIGUOUS: MTBLS147,-777
8218,34,AMBIGUOUS: MTBLS395,-766
8219,12,AMBIGUOUS: MTBLS147,-804
8220,34,AMBIGUOUS: MTBLS395,-767
8221,34,AMBIGUOUS: MTBLS395,-790
8222,12,AMBIGUOUS: MTBLS147,-785
8223,34,AMBIGUOUS: MTBLS395,-774
8224,12,AMBIGUOUS: MTBLS147,-687
8225,29,unassigned,4547
8226,99,unassigned,-6
8227,34,AMBIGUOUS: MTBLS395,-429
8228,34,AMBIGUOUS: MTBLS395,-770
8229,12,AMBIGUOUS: MTBLS147,-786
8230,45,MTBLS798,24
8231,12,AMBIGUOUS: MTBLS147,-781
8232,34,AMBIGUOUS: MTBLS395,-780
8233,34,AMBIGUOUS: MTBLS395,-760
8234,12,AMBIGUOUS: MTBLS147,-778
8235,34,AMBIGUOUS: MTBLS395,-759
8236,12,AMBIGUOUS: MTBLS147,-788
8237,34,AMBIGUOUS: MTBLS395,-785
8238,12,AMBIGUOUS: MTBLS147,-778
8239,45,MTBLS798,-1
8240,34,AMBIGUOUS: MTBLS395,-600
8241,34,AMBIGUOUS: MTBLS395,-754
8242,50,unassigned,-247
8243,62,MTBLS46,-820
8244,12,AMBIGUOUS: MTBLS147,-693
8245,29,unassigned,4543
8246,12,AMBIGUOUS: MTBLS147,-785
8247,12,AMBIGUOUS: MTBLS147,-760
8248,34,AMBIGUOUS: MTBLS395,-573
8249,34,AMBIGUOUS: MTBLS395,-777
8250,12,AMBIGUOUS: MTBLS147,-787
8251,12,AMBIGUOUS: MTBLS147,-758
8252,12,AMBIGUOUS: MTBLS147,-774
8253,12,AMBIGUOUS: MTBLS147,-786
8254,34,AMBIGUOUS: MTBLS395,-766
8255,34,AMBIGUOUS: MTBLS395,-778
8256,34,AMBIGUOUS: MTBLS395,-773
8257,12,AMBIGUOUS: MTBLS147,-691
8258,12,AMBIGUOUS: MTBLS147,-796
8259,34,AMBIGUOUS: MTBLS395,-771
8260,45,MTBLS798,1
8261,12,AMBIGUOUS: MTBLS147,-786
8262,34,AMBIGUOUS: MTBLS395,-780
8263,12,AMBIGUOUS: MTBLS147,-710
8264,34,AMBIGUOUS: MTBLS395,-570
8265,34,AMBIGUOUS: MTBLS395,-775
8266,12,AMBIGUOUS: MTBLS147,-778
8267,34,AMBIGUOUS: MTBLS395,-769
8268,34,AMBIGUOUS: MTBLS395,-521
8269,34,AMBIGUOUS: MTBLS395,-599
8270,34,AMBIGUOUS: MTBLS395,-749
8271,34,AMBIGUOUS: MTBLS395,-764
8272,12,AMBIGUOUS: MTBLS147,-763
8273,34,AMBIGUOUS: MTBLS395,-760
8274,34,AMBIGUOUS: MTBLS395,-760
8275,12,AMBIGUOUS: MTBLS147,-775
8276,34,AMBIGUOUS: MTBLS395,-781
8277,53,unassigned,477
8278,34,AMBIGUOUS: MTBLS395,-547
8279,34,AMBIGUOUS: MTBLS395,-521
8280,34,AMBIGUOUS: MTBLS395,-623
8281,34,AMBIGUOUS: MTBLS395,-768
8282,34,AMBIGUOUS: MTBLS395,-715
8283,46,unassigned,555
8284,34,AMBIGUOUS: MTBLS395,-754
8285,12,AMBIGUOUS: MTBLS147,-786
8286,34,AMBIGUOUS: MTBLS395,-768
8287,12,AMBIGUOUS: MTBLS147,-775
8288,34,AMBIGUOUS: MTBLS395,-771
8289,34,AMBIGUOUS: MTBLS395,-778
8290,67,unassigned,-3334
8291,65,unassigned,-236
8292,34,AMBIGUOUS: MTBLS395,-583
8293,12,AMBIGUOUS: MTBLS147,-781
8294,34,AMBIGUOUS: MTBLS395,-781
8295,12,AMBIGUOUS: MTBLS147,-776
8296,45,MTBLS798,1
8297,68,MTBLS2336,-830
8298,12,AMBIGUOUS: MTBLS147,-781
8299,12,AMBIGUOUS: MTBLS147,-786
8300,12,AMBIGUOUS: MTBLS147,-784
8301,12,AMBIGUOUS: MTBLS147,-753
8302,12,AMBIGUOUS: MTBLS147,-775
8303,34,AMBIGUOUS: MTBLS395,-579
8304,12,AMBIGUOUS: MTBLS147,-787
8305,12,AMBIGUOUS: MTBLS147,-783
8306,53,unassigned,555
8307,34,AMBIGUOUS: MTBLS395,-771
8308,34,AMBIGUOUS: MTBLS395,-765
8309,34,AMBIGUOUS: MTBLS395,-770
8310,34,AMBIGUOUS: MTBLS395,-766
8311,12,AMBIGUOUS: MTBLS147,-785
8312,12,AMBIGUOUS: MTBLS147,-780
8313,34,AMBIGUOUS: MTBLS395,-770
8314,45,MTBLS798,-26
8315,34,AMBIGUOUS: MTBLS395,-716
8316,34,AMBIGUOUS: MTBLS395,-801
8317,34,AMBIGUOUS: MTBLS395,-760
8318,34,AMBIGUOUS: MTBLS395,-658
8319,34,AMBIGUOUS: MTBLS395,-779
8320,45,MTBLS798,-10
8321,34,AMBIGUOUS: MTBLS395,-778
8322,10,unassigned,7047
8323,10,unassigned,7047
8324,12,AMBIGUOUS: MTBLS147,-793
8325,34,AMBIGUOUS: MTBLS395,-616
8326,34,AMBIGUOUS: MTBLS395,-751
8327,34,AMBIGUOUS: MTBLS395,-552
8328,34,AMBIGUOUS: MTBLS395,-569
8329,34,AMBIGUOUS: MTBLS395,-784
8330,12,AMBIGUOUS: MTBLS147,-774
8331,12,AMBIGUOUS: MTBLS147,-788
8332,12,AMBIGUOUS: MTBLS147,-785
8333,12,AMBIGUOUS: MTBLS147,-788
8334,12,AMBIGUOUS: MTBLS147,-758
8335,34,AMBIGUOUS: MTBLS395,-777
8336,12,AMBIGUOUS: MTBLS147,-771
8337,12,AMBIGUOUS: MTBLS147,-685
8338,34,AMBIGUOUS: MTBLS395,-768
8339,34,AMBIGUOUS: MTBLS395,-763
8340,34,AMBIGUOUS: MTBLS395,-765
8341,100,unassigned,1732
8342,34,AMBIGUOUS: MTBLS395,-750
8343,12,AMBIGUOUS: MTBLS147,-785
8344,34,AMBIGUOUS: MTBLS395,-754
8345,34,AMBIGUOUS: MTBLS395,-778
8346,34,AMBIGUOUS: MTBLS395,-747
8347,29,unassigned,4526
8348,12,AMBIGUOUS: MTBLS147,-783
8349,45,MTBLS798,12
8350,12,AMBIGUOUS: MTBLS147,-784
8351,34,AMBIGUOUS: MTBLS395,-515
8352,34,AMBIGUOUS: MTBLS395,-764
8353,12,AMBIGUOUS: MTBLS147,-793
8354,34,AMBIGUOUS: MTBLS395,-564
8355,12,AMBIGUOUS: MTBLS147,-779
8356,12,AMBIGUOUS: MTBLS147,-702
8357,12,AMBIGUOUS: MTBLS147,-784
8358,50,unassigned,-234
8359,12,AMBIGUOUS: MTBLS147,-770
8360,12,AMBIGUOUS: MTBLS147,-773
8361,34,AMBIGUOUS: MTBLS395,-568
8362,12,AMBIGUOUS: MTBLS147,-756
8363,10,unassigned,7041
8364,10,unassigned,7041
8365,34,AMBIGUOUS: MTBLS395,-773
8366,12,AMBIGUOUS: MTBLS147,-775
8367,34,AMBIGUOUS: MTBLS395,-780
8368,34,AMBIGUOUS: MTBLS395,-766
8369,34,AMBIGUOUS: MTBLS395,-779
8370,34,AMBIGUOUS: MTBLS395,-581
8371,12,AMBIGUOUS: MTBLS147,-772
8372,34,AMBIGUOUS: MTBLS395,-630
8373,40,unassigned,-262
8374,34,AMBIGUOUS: MTBLS395,-787
8375,34,AMBIGUOUS: MTBLS395,-761
8376,46,unassigned,558
8377,12,AMBIGUOUS: MTBLS147,-790
8378,12,AMBIGUOUS: MTBLS147,-793
8379,12,AMBIGUOUS: MTBLS147,-788
8380,34,AMBIGUOUS: MTBLS395,-761
8381,34,AMBIGUOUS: MTBLS395,-755
8382,34,AMBIGUOUS: MTBLS395,-606
8383,12,AMBIGUOUS: MTBLS147,-791
8384,12,AMBIGUOUS: MTBLS147,-757
8385,29,unassigned,4563
8386,12,AMBIGUOUS: MTBLS147,-784
8387,34,AMBIGUOUS: MTBLS395,-758
8388,12,AMBIGUOUS: MTBLS147,-711
8389,34,AMBIGUOUS: MTBLS395,-753
8390,34,AMBIGUOUS: MTBLS395,-752
8391,12,AMBIGUOUS: MTBLS147,-709
8392,12,AMBIGUOUS: MTBLS147,-691
8393,34,AMBIGUOUS: MTBLS395,-755
8394,34,AMBIGUOUS: MTBLS395,-791
8395,34,AMBIGUOUS: MTBLS395,-746
8396,34,AMBIGUOUS: MTBLS395,-773
8397,34,AMBIGUOUS: MTBLS395,-525
8398,101,unassigned,6200
8399,34,AMBIGUOUS: MTBLS395,-730
8400,34,AMBIGUOUS: MTBLS395,-532
8401,12,AMBIGUOUS: MTBLS147,-756
8402,34,AMBIGUOUS: MTBLS395,-766
8403,12,AMBIGUOUS: MTBLS147,-784
8404,12,AMBIGUOUS: MTBLS147,-808
8405,34,AMBIGUOUS: MTBLS395,-769
8406,12,AMBIGUOUS: MTBLS147,-768
8407,34,AMBIGUOUS: MTBLS395,-599
8408,101,unassigned,6215
8409,12,AMBIGUOUS: MTBLS147,-781
8410,34,AMBIGUOUS: MTBLS395,-752
8411,12,AMBIGUOUS: MTBLS147,-801
8412,45,MTBLS798,-3
8413,12,AMBIGUOUS: MTBLS147,-783
8414,12,AMBIGUOUS: MTBLS147,-788
8415,34,AMBIGUOUS: MTBLS395,-547
8416,34,AMBIGUOUS: MTBLS395,-438
8417,12,AMBIGUOUS: MTBLS147,-760
8418,8,unassigned,4303
8419,8,unassigned,4303
8420,34,AMBIGUOUS: MTBLS395,-767
8421,34,AMBIGUOUS: MTBLS395,-767
8422,53,unassigned,486
8423,34,AMBIGUOUS: MTBLS395,-684
8424,12,AMBIGUOUS: MTBLS147,-804
8425,29,unassigned,4550
8426,12,AMBIGUOUS: MTBLS147,-782
8427,34,AMBIGUOUS: MTBLS395,-773
8428,12,AMBIGUOUS: MTBLS147,-776
8429,12,AMBIGUOUS: MTBLS147,-752
8430,34,AMBIGUOUS: MTBLS395,-778
8431,34,AMBIGUOUS: MTBLS395,-763
8432,12,AMBIGUOUS: MTBLS147,-771
8433,12,AMBIGUOUS: MTBLS147,-785
8434,12,AMBIGUOUS: MTBLS147,-751
8435,34,AMBIGUOUS: MTBLS395,-629
8436,12,AMBIGUOUS: MTBLS147,-689
8437,12,AMBIGUOUS: MTBLS147,-763
8438,102,unassigned,517
8439,34,AMBIGUOUS: MTBLS395,-774
8440,12,AMBIGUOUS: MTBLS147,-766
8441,65,unassigned,-268
8442,12,AMBIGUOUS: MTBLS147,-779
8443,34,AMBIGUOUS: MTBLS395,-770
8444,34,AMBIGUOUS: MTBLS395,-773
8445,29,unassigned,4559
8446,34,AMBIGUOUS: MTBLS395,-585
8447,34,AMBIGUOUS: MTBLS395,-783
8448,10,unassigned,7004
8449,10,unassigned,7004
8450,12,AMBIGUOUS: MTBLS147,-783
8451,34,AMBIGUOUS: MTBLS395,-768
8452,34,AMBIGUOUS: MTBLS395,-779
8453,34,AMBIGUOUS: MTBLS395,-774
8454,34,AMBIGUOUS: MTBLS395,-724
8455,34,AMBIGUOUS: MTBLS395,-594
8456,34,AMBIGUOUS: MTBLS395,-770
8457,12,AMBIGUOUS: MTBLS147,-786
8458,34,AMBIGUOUS: MTBLS395,-578
8459,12,AMBIGUOUS: MTBLS147,-760
8460,34,AMBIGUOUS: MTBLS395,-775
8461,34,AMBIGUOUS: MTBLS395,-755
8462,34,AMBIGUOUS: MTBLS395,-573
8463,34,AMBIGUOUS: MTBLS395,-772
8464,34,AMBIGUOUS: MTBLS395,-774
8465,34,AMBIGUOUS: MTBLS395,-557
8466,12,AMBIGUOUS: MTBLS147,-768
8467,34,AMBIGUOUS: MTBLS395,-775
8468,34,AMBIGUOUS: MTBLS395,-775
8469,12,AMBIGUOUS: MTBLS147,-789
8470,50,unassigned,-248
8471,34,AMBIGUOUS: MTBLS395,-656
8472,45,MTBLS798,-5
8473,34,AMBIGUOUS: MTBLS395,-572
8474,12,AMBIGUOUS: MTBLS147,-779
8475,34,AMBIGUOUS: MTBLS395,-766
8476,12,AMBIGUOUS: MTBLS147,-762
8477,34,AMBIGUOUS: MTBLS395,-569
8478,12,AMBIGUOUS: MTBLS147,-767
8479,34,AMBIGUOUS: MTBLS395,-596
8480,12,AMBIGUOUS: MTBLS147,-780
8481,34,AMBIGUOUS: MTBLS395,-444
8482,53,unassigned,461
8483,12,AMBIGUOUS: MTBLS147,-776
8484,34,AMBIGUOUS: MTBLS395,-628
8485,29,unassigned,4546
8486,12,AMBIGUOUS: MTBLS147,-770
8487,34,AMBIGUOUS: MTBLS395,-793
8488,12,AMBIGUOUS: MTBLS147,-791
8489,46,unassigned,543
8490,103,unassigned,472
8491,34,AMBIGUOUS: MTBLS395,-779
8492,12,AMBIGUOUS: MTBLS147,-791
8493,12,AMBIGUOUS: MTBLS147,-755
8494,34,AMBIGUOUS: MTBLS395,-775
8495,104,unassigned,7064
8496,34,AMBIGUOUS: MTBLS395,-779
8497,12,AMBIGUOUS: MTBLS147,-780
8498,34,AMBIGUOUS: MTBLS395,-754
8499,12,AMBIGUOUS: MTBLS147,-791
8500,12,AMBIGUOUS: MTBLS147,-781
8501,12,AMBIGUOUS: MTBLS147,-789
8502,12,AMBIGUOUS: MTBLS147,-799
8503,34,AMBIGUOUS: MTBLS395,-622
8504,34,AMBIGUOUS: MTBLS395,-765
8505,12,AMBIGUOUS: MTBLS147,-780
8506,34,AMBIGUOUS: MTBLS395,-746
8507,12,AMBIGUOUS: MTBLS147,-778
8508,71,unassigned,-3591
8509,29,unassigned,4530
8510,34,AMBIGUOUS: MTBLS395,-582
8511,34,AMBIGUOUS: MTBLS395,-547
8512,34,AMBIGUOUS: MTBLS395,-772
8513,12,AMBIGUOUS: MTBLS147,-774
8514,12,AMBIGUOUS: MTBLS147,-768
8515,34,AMBIGUOUS: MTBLS395,-568
8516,34,AMBIGUOUS: MTBLS395,-766
8517,12,AMBIGUOUS: MTBLS147,-761
8518,34,AMBIGUOUS: MTBLS395,-545
8519,34,AMBIGUOUS: MTBLS395,-778
8520,12,AMBIGUOUS: MTBLS147,-761
8521,34,AMBIGUOUS: MTBLS395,-748
8522,53,unassigned,466
8523,12,AMBIGUOUS: MTBLS147,-753
8524,34,AMBIGUOUS: MTBLS395,-770
8525,34,AMBIGUOUS: MTBLS395,-672
8526,12,AMBIGUOUS: MTBLS147,-782
8527,12,AMBIGUOUS: MTBLS147,-794
8528,34,AMBIGUOUS: MTBLS395,-776
8529,8,unassigned,4307
8530,8,unassigned,4307
8531,12,AMBIGUOUS: MTBLS147,-778
8532,12,AMBIGUOUS: MTBLS147,-779
8533,12,AMBIGUOUS: MTBLS147,-753
8534,34,AMBIGUOUS: MTBLS395,-759
8535,34,AMBIGUOUS: MTBLS395,-797
8536,12,AMBIGUOUS: MTBLS147,-764
8537,34,AMBIGUOUS: MTBLS395,-767
8538,98,unassigned,-966
8539,12,AMBIGUOUS: MTBLS147,-779
8540,34,AMBIGUOUS: MTBLS395,-770
8541,34,AMBIGUOUS: MTBLS395,-838
8542,12,AMBIGUOUS: MTBLS147,-772
8543,12,AMBIGUOUS: MTBLS147,-779
8544,34,AMBIGUOUS: MTBLS395,-770
8545,12,AMBIGUOUS: MTBLS147,-778
8546,34,AMBIGUOUS: MTBLS395,-769
8547,12,AMBIGUOUS: MTBLS147,-777
8548,12,AMBIGUOUS: MTBLS147,-809
8549,34,AMBIGUOUS: MTBLS395,-771
8550,45,MTBLS798,8
8551,34,AMBIGUOUS: MTBLS395,-609
8552,34,AMBIGUOUS: MTBLS395,-799
8553,34,AMBIGUOUS: MTBLS395,-771
8554,12,AMBIGUOUS: MTBLS147,-781
8555,34,AMBIGUOUS: MTBLS395,-572
8556,34,AMBIGUOUS: MTBLS395,-617
8557,53,unassigned,422
8558,34,AMBIGUOUS: MTBLS395,-580
8559,34,AMBIGUOUS: MTBLS395,-616
8560,12,AMBIGUOUS: MTBLS147,-787
8561,34,AMBIGUOUS: MTBLS395,-766
8562,34,AMBIGUOUS: MTBLS395,-771
8563,34,AMBIGUOUS: MTBLS395,-782
8564,67,unassigned,-3343
8565,34,AMBIGUOUS: MTBLS395,-773
8566,34,AMBIGUOUS: MTBLS395,-625
8567,34,AMBIGUOUS: MTBLS395,-550
8568,53,unassigned,429
8569,12,AMBIGUOUS: MTBLS147,-756
8570,45,MTBLS798,6
8571,34,AMBIGUOUS: MTBLS395,-560
8572,29,unassigned,4543
8573,34,AMBIGUOUS: MTBLS395,-504
8574,12,AMBIGUOUS: MTBLS147,-784
8575,12,AMBIGUOUS: MTBLS147,-795
8576,12,AMBIGUOUS: MTBLS147,-758
8577,12,AMBIGUOUS: MTBLS147,-789
8578,34,AMBIGUOUS: MTBLS395,-576
8579,34,AMBIGUOUS: MTBLS395,-599
8580,34,AMBIGUOUS: MTBLS395,-751
8581,34,AMBIGUOUS: MTBLS395,-768
8582,12,AMBIGUOUS: MTBLS147,-773
8583,34,AMBIGUOUS: MTBLS395,-761
8584,34,AMBIGUOUS: MTBLS395,-767
8585,34,AMBIGUOUS: MTBLS395,-628
8586,34,AMBIGUOUS: MTBLS395,-780
8587,34,AMBIGUOUS: MTBLS395,-775
8588,12,AMBIGUOUS: MTBLS147,-777
8589,105,unassigned,-498
8590,12,AMBIGUOUS: MTBLS147,-699
8591,12,AMBIGUOUS: MTBLS147,-753
8592,34,AMBIGUOUS: MTBLS395,-555
8593,12,AMBIGUOUS: MTBLS147,-807
8594,34,AMBIGUOUS: MTBLS395,-772
8595,12,AMBIGUOUS: MTBLS147,-777
8596,12,AMBIGUOUS: MTBLS147,-792
8597,12,AMBIGUOUS: MTBLS147,-785
8598,12,AMBIGUOUS: MTBLS147,-801
8599,34,AMBIGUOUS: MTBLS395,-847
8600,12,AMBIGUOUS: MTBLS147,-789
8601,46,unassigned,561
8602,12,AMBIGUOUS: MTBLS147,-759
8603,12,AMBIGUOUS: MTBLS147,-782
8604,34,AMBIGUOUS: MTBLS395,-768
8605,34,AMBIGUOUS: MTBLS395,-722
8606,53,unassigned,517
8607,34,AMBIGUOUS: MTBLS395,-751
8608,106,unassigned,-843
8609,34,AMBIGUOUS: MTBLS395,-745
8610,98,unassigned,-968
8611,34,AMBIGUOUS: MTBLS395,-544
8612,34,AMBIGUOUS: MTBLS395,-783
8613,12,AMBIGUOUS: MTBLS147,-769
8614,12,AMBIGUOUS: MTBLS147,-776
8615,12,AMBIGUOUS: MTBLS147,-773
8616,34,AMBIGUOUS: MTBLS395,-623
8617,34,AMBIGUOUS: MTBLS395,-764
8618,34,AMBIGUOUS: MTBLS395,-767
8619,101,unassigned,6219
8620,12,AMBIGUOUS: MTBLS147,-780
8621,12,AMBIGUOUS: MTBLS147,-759
8622,12,AMBIGUOUS: MTBLS147,-781
8623,34,AMBIGUOUS: MTBLS395,-787
8624,34,AMBIGUOUS: MTBLS395,-799
8625,34,AMBIGUOUS: MTBLS395,-774
8626,12,AMBIGUOUS: MTBLS147,-781
8627,34,AMBIGUOUS: MTBLS395,-771
8628,34,AMBIGUOUS: MTBLS395,-771
8629,12,AMBIGUOUS: MTBLS147,-749
8630,12,AMBIGUOUS: MTBLS147,-784
8631,53,unassigned,564
8632,12,AMBIGUOUS: MTBLS147,-776
8633,12,AMBIGUOUS: MTBLS147,-711
8634,34,AMBIGUOUS: MTBLS395,-773
8635,12,AMBIGUOUS: MTBLS147,-762
8636,34,AMBIGUOUS: MTBLS395,-759
8637,12,AMBIGUOUS: MTBLS147,-784
8638,107,unassigned,-3180
8639,34,AMBIGUOUS: MTBLS395,-775
8640,45,MTBLS798,-20
8641,12,AMBIGUOUS: MTBLS147,-760
8642,12,AMBIGUOUS: MTBLS147,-779
8643,12,AMBIGUOUS: MTBLS147,-779
8644,12,AMBIGUOUS: MTBLS147,-801
8645,12,AMBIGUOUS: MTBLS147,-783
8646,12,AMBIGUOUS: MTBLS147,-757
8647,34,AMBIGUOUS: MTBLS395,-763
8648,12,AMBIGUOUS: MTBLS147,-759
8649,12,AMBIGUOUS: MTBLS147,-778
8650,34,AMBIGUOUS: MTBLS395,-580
8651,65,unassigned,-269
8652,12,AMBIGUOUS: MTBLS147,-775
8653,34,AMBIGUOUS: MTBLS395,-589
8654,34,AMBIGUOUS: MTBLS395,-697
8655,12,AMBIGUOUS: MTBLS147,-750
8656,34,AMBIGUOUS: MTBLS395,-750
8657,12,AMBIGUOUS: MTBLS147,-776
8658,53,unassigned,400
8659,34,AMBIGUOUS: MTBLS395,-687
8660,53,unassigned,551
8661,12,AMBIGUOUS: MTBLS147,-780
8662,34,AMBIGUOUS: MTBLS395,-784
8663,34,AMBIGUOUS: MTBLS395,-625
