row,block,study,lag
5786,45,MTBLS798,-11
5787,45,MTBLS798,-1
5788,45,MTBLS798,8
5789,45,MTBLS798,8
5790,45,MTBLS798,-15
5791,45,MTBLS798,16
5792,45,MTBLS798,-6
5793,45,MTBLS798,-2
5794,45,MTBLS798,15
5795,45,MTBLS798,2
5796,45,MTBLS798,9
5797,45,MTBLS798,22
5798,12,AMBIGUOUS: MTBLS147,-756
5799,45,MTBLS798,-4
5800,45,MTBLS798,-25
5801,45,MTBLS798,-11
5802,34,AMBIGUOUS: MTBLS395,-776
5803,45,MTBLS798,-8
5804,45,MTBLS798,-3
5805,45,MTBLS798,-2
5806,45,MTBLS798,15
5807,45,MTBLS798,12
5808,45,MTBLS798,-6
5809,34,AMBIGUOUS: MTBLS395,-784
5810,45,MTBLS798,14
5811,45,MTBLS798,4
5812,45,MTBLS798,13
5813,45,MTBLS798,11
5814,45,MTBLS798,-19
5815,45,MTBLS798,4
5816,34,AMBIGUOUS: MTBLS395,-742
5817,45,MTBLS798,17
5818,45,MTBLS798,2
5819,45,MTBLS798,5
5820,45,MTBLS798,23
5821,45,MTBLS798,14
5822,45,MTBLS798,-6
5823,45,MTBLS798,0
5824,45,MTBLS798,8
5825,45,MTBLS798,-11
5826,45,MTBLS798,26
5827,45,MTBLS798,-7
5828,45,MTBLS798,14
5829,45,MTBLS798,2
5830,45,MTBLS798,17
5831,45,MTBLS798,9
5832,45,MTBLS798,-10
5833,45,MTBLS798,5
5834,45,MTBLS798,-18
5835,45,MTBLS798,-18
5836,45,MTBLS798,-12
5837,34,AMBIGUOUS: MTBLS395,-760
5838,45,MTBLS798,24
5839,45,MTBLS798,19
5840,45,MTBLS798,2
5841,45,MTBLS798,9
5842,45,MTBLS798,0
5843,45,MTBLS798,-14
5844,45,MTBLS798,5
5845,45,MTBLS798,6
5846,45,MTBLS798,14
5847,45,MTBLS798,-6
5848,45,MTBLS798,-2
5849,45,MTBLS798,-16
5850,45,MTBLS798,8
5851,45,MTBLS798,-1
5852,45,MTBLS798,0
5853,34,AMBIGUOUS: MTBLS395,-753
5854,45,MTBLS798,1
5855,45,MTBLS798,-14
5856,45,MTBLS798,-1
5857,45,MTBLS798,-11
5858,34,AMBIGUOUS: MTBLS395,-590
5859,45,MTBLS798,1
5860,45,MTBLS798,1
5861,45,MTBLS798,2
5862,45,MTBLS798,7
5863,45,MTBLS798,8
5864,45,MTBLS798,-11
5865,45,MTBLS798,4
5866,45,MTBLS798,-10
5867,45,MTBLS798,24
5868,45,MTBLS798,13
5869,45,MTBLS798,0
5870,45,MTBLS798,5
5871,45,MTBLS798,10
5872,45,MTBLS798,11
5873,45,MTBLS798,-16
5874,34,AMBIGUOUS: MTBLS395,-700
5875,45,MTBLS798,-5
5876,34,AMBIGUOUS: MTBLS395,-757
5877,45,MTBLS798,10
5878,45,MTBLS798,-1
5879,12,AMBIGUOUS: MTBLS147,-709
5880,45,MTBLS798,9
5881,45,MTBLS798,26
5882,45,MTBLS798,-2
5883,45,MTBLS798,-1
5884,45,MTBLS798,18
5885,45,MTBLS798,2
5886,34,AMBIGUOUS: MTBLS395,-748
5887,45,MTBLS798,-9
5888,12,AMBIGUOUS: MTBLS147,-781
5889,45,MTBLS798,17
5890,34,AMBIGUOUS: MTBLS395,-768
5891,62,MTBLS46,-817
5892,45,MTBLS798,22
5893,45,MTBLS798,9
5894,45,MTBLS798,2
5895,45,MTBLS798,10
5896,45,MTBLS798,5
5897,45,MTBLS798,0
5898,45,MTBLS798,6
5899,45,MTBLS798,21
5900,45,MTBLS798,11
5901,45,MTBLS798,16
5902,34,AMBIGUOUS: MTBLS395,-777
5903,45,MTBLS798,1
5904,45,MTBLS798,3
5905,12,AMBIGUOUS: MTBLS147,-790
5906,45,MTBLS798,14
5907,45,MTBLS798,10
5908,12,AMBIGUOUS: MTBLS147,-755
5909,45,MTBLS798,20
5910,45,MTBLS798,-7
5911,45,MTBLS798,-55
5912,45,MTBLS798,-5
5913,45,MTBLS798,-3
5914,45,MTBLS798,18
5915,45,MTBLS798,-22
5916,45,MTBLS798,20
5917,45,MTBLS798,6
5918,45,MTBLS798,-28
5919,45,MTBLS798,17
5920,45,MTBLS798,-6
5921,45,MTBLS798,16
5922,12,AMBIGUOUS: MTBLS147,-784
5923,45,MTBLS798,-10
5924,45,MTBLS798,-9
5925,45,MTBLS798,7
5926,45,MTBLS798,-2
5927,45,MTBLS798,12
5928,45,MTBLS798,-2
5929,45,MTBLS798,10
5930,45,MTBLS798,0
5931,45,MTBLS798,10
5932,45,MTBLS798,-5
5933,34,AMBIGUOUS: MTBLS395,-769
5934,45,MTBLS798,21
5935,45,MTBLS798,10
5936,45,MTBLS798,1
5937,45,MTBLS798,23
5938,45,MTBLS798,14
5939,34,AMBIGUOUS: MTBLS395,-762
5940,45,MTBLS798,2
5941,45,MTBLS798,17
5942,45,MTBLS798,6
5943,45,MTBLS798,-7
5944,45,MTBLS798,29
5945,45,MTBLS798,4
5946,45,MTBLS798,11
5947,12,AMBIGUOUS: MTBLS147,-776
5948,45,MTBLS798,5
5949,45,MTBLS798,16
5950,45,MTBLS798,0
5951,34,AMBIGUOUS: MTBLS395,-516
5952,45,MTBLS798,-13
5953,45,MTBLS798,3
5954,45,MTBLS798,-15
5955,45,MTBLS798,-9
5956,45,MTBLS798,3
5957,45,MTBLS798,0
5958,45,MTBLS798,-56
5959,45,MTBLS798,5
5960,45,MTBLS798,-12
5961,45,MTBLS798,10
5962,45,MTBLS798,2
5963,45,MTBLS798,9
5964,45,MTBLS798,-4
5965,45,MTBLS798,1
5966,12,AMBIGUOUS: MTBLS147,-789
5967,45,MTBLS798,-13
5968,45,MTBLS798,-13
5969,12,AMBIGUOUS: MTBLS147,-757
5970,45,MTBLS798,3
5971,12,AMBIGUOUS: MTBLS147,-777
5972,45,MTBLS798,-22
5973,45,MTBLS798,20
5974,12,AMBIGUOUS: MTBLS147,-792
5975,45,MTBLS798,-6
5976,34,AMBIGUOUS: MTBLS395,-775
5977,45,MTBLS798,-10
5978,45,MTBLS798,-3
5979,45,MTBLS798,24
5980,12,AMBIGUOUS: MTBLS147,-754
5981,45,MTBLS798,16
5982,45,MTBLS798,6
5983,45,MTBLS798,8
5984,45,MTBLS798,-22
5985,45,MTBLS798,0
5986,45,MTBLS798,10
5987,53,unassigned,485
5988,45,MTBLS798,0
5989,45,MTBLS798,5
5990,45,MTBLS798,-21
5991,45,MTBLS798,16
5992,45,MTBLS798,3
5993,45,MTBLS798,1
5994,45,MTBLS798,2
5995,45,MTBLS798,-1
5996,45,MTBLS798,-12
5997,45,MTBLS798,10
5998,45,MTBLS798,-2
5999,45,MTBLS798,-1
6000,45,MTBLS798,0
6001,12,AMBIGUOUS: MTBLS147,-785
6002,45,MTBLS798,-4
6003,45,MTBLS798,5
6004,45,MTBLS798,-7
6005,45,MTBLS798,-6
6006,45,MTBLS798,1
6007,45,MTBLS798,16
6008,12,AMBIGUOUS: MTBLS147,-781
6009,12,AMBIGUOUS: MTBLS147,-782
6010,45,MTBLS798,-3
6011,45,MTBLS798,-13
6012,45,MTBLS798,14
6013,45,MTBLS798,-11
6014,34,AMBIGUOUS: MTBLS395,-778
6015,45,MTBLS798,7
6016,45,MTBLS798,5
6017,45,MTBLS798,12
6018,45,MTBLS798,3
6019,45,MTBLS798,3
6020,45,MTBLS798,16
6021,45,MTBLS798,-36
6022,45,MTBLS798,-2
6023,45,MTBLS798,2
6024,34,AMBIGUOUS: MTBLS395,-779
6025,34,AMBIGUOUS: MTBLS395,-556
6026,45,MTBLS798,79
6027,45,MTBLS798,6
6028,45,MTBLS798,-9
6029,45,MTBLS798,12
6030,45,MTBLS798,-7
6031,45,MTBLS798,15
6032,44,unassigned,7194
6033,45,MTBLS798,3
6034,45,MTBLS798,-7
6035,45,MTBLS798,1
6036,45,MTBLS798,11
6037,45,MTBLS798,-9
6038,45,MTBLS798,-2
6039,45,MTBLS798,-9
6040,45,MTBLS798,0
6041,45,MTBLS798,-4
6042,45,MTBLS798,9
6043,45,MTBLS798,10
6044,45,MTBLS798,-8
6045,45,MTBLS798,0
6046,45,MTBLS798,24
6047,45,MTBLS798,10
6048,45,MTBLS798,0
6049,45,MTBLS798,10
6050,45,MTBLS798,1
6051,45,MTBLS798,2
6052,34,AMBIGUOUS: MTBLS395,-750
6053,45,MTBLS798,6
6054,45,MTBLS798,4
6055,45,MTBLS798,-14
6056,45,MTBLS798,0
6057,34,AMBIGUOUS: MTBLS395,-837
6058,45,MTBLS798,13
6059,45,MTBLS798,-15
6060,45,MTBLS798,15
6061,45,MTBLS798,-17
6062,12,AMBIGUOUS: MTBLS147,-780
6063,45,MTBLS798,6
6064,34,AMBIGUOUS: MTBLS395,-780
6065,45,MTBLS798,-4
6066,45,MTBLS798,-6
6067,34,AMBIGUOUS: MTBLS395,-774
6068,45,MTBLS798,-4
6069,45,MTBLS798,11
6070,34,AMBIGUOUS: MTBLS395,-772
6071,45,MTBLS798,-3
6072,45,MTBLS798,11
6073,45,MTBLS798,15
6074,45,MTBLS798,13
6075,45,MTBLS798,9
6076,45,MTBLS798,-12
6077,45,MTBLS798,3
6078,75,unassigned,-21
6079,45,MTBLS798,7
6080,45,MTBLS798,10
6081,34,AMBIGUOUS: MTBLS395,-699
6082,45,MTBLS798,7
6083,45,MTBLS798,12
6084,45,MTBLS798,19
6085,45,MTBLS798,4
6086,45,MTBLS798,5
6087,45,MTBLS798,15
6088,45,MTBLS798,23
6089,45,MTBLS798,10
6090,45,MTBLS798,-8
6091,45,MTBLS798,-5
6092,45,MTBLS798,-7
6093,45,MTBLS798,0
6094,45,MTBLS798,15
6095,45,MTBLS798,5
6096,45,MTBLS798,-2
6097,45,MTBLS798,-1
6098,45,MTBLS798,-15
6099,45,MTBLS798,21
6100,10,unassigned,6983
6101,10,unassigned,6983
6102,12,AMBIGUOUS: MTBLS147,-712
6103,45,MTBLS798,-4
6104,45,MTBLS798,10
6105,45,MTBLS798,21
6106,45,MTBLS798,13
6107,45,MTBLS798,11
6108,45,MTBLS798,8
6109,45,MTBLS798,3
6110,45,MTBLS798,11
6111,45,MTBLS798,15
6112,45,MTBLS798,11
6113,45,MTBLS798,5
6114,45,MTBLS798,16
6115,34,AMBIGUOUS: MTBLS395,-756
6116,12,AMBIGUOUS: MTBLS147,-780
6117,45,MTBLS798,-1
6118,45,MTBLS798,18
6119,45,MTBLS798,-3
6120,45,MTBLS798,-18
6121,45,MTBLS798,6
6122,45,MTBLS798,4
6123,45,MTBLS798,-9
6124,45,MTBLS798,4
6125,45,MTBLS798,19
6126,45,MTBLS798,12
6127,34,AMBIGUOUS: MTBLS395,-750
6128,45,MTBLS798,-2
6129,45,MTBLS798,-6
6130,45,MTBLS798,10
6131,45,MTBLS798,5
6132,12,AMBIGUOUS: MTBLS147,-760
6133,45,MTBLS798,15
6134,45,MTBLS798,12
6135,45,MTBLS798,-3
6136,45,MTBLS798,6
6137,45,MTBLS798,4
6138,45,MTBLS798,1
6139,45,MTBLS798,-24
6140,45,MTBLS798,-18
6141,34,AMBIGUOUS: MTBLS395,-769
6142,34,AMBIGUOUS: MTBLS395,-758
6143,45,MTBLS798,11
6144,45,MTBLS798,0
6145,45,MTBLS798,9
6146,45,MTBLS798,11
6147,45,MTBLS798,-1
6148,45,MTBLS798,14
6149,34,AMBIGUOUS: MTBLS395,-773
6150,45,MTBLS798,-12
6151,12,AMBIGUOUS: MTBLS147,-784
6152,45,MTBLS798,5
6153,45,MTBLS798,-5
6154,45,MTBLS798,6
6155,45,MTBLS798,6
6156,45,MTBLS798,10
6157,45,MTBLS798,-3
6158,45,MTBLS798,21
6159,45,MTBLS798,16
6160,45,MTBLS798,12
6161,45,MTBLS798,-4
6162,45,MTBLS798,5
6163,45,MTBLS798,7
6164,45,MTBLS798,9
6165,45,MTBLS798,15
6166,45,MTBLS798,6
6167,45,MTBLS798,3
6168,34,AMBIGUOUS: MTBLS395,-776
6169,45,MTBLS798,18
6170,45,MTBLS798,2
6171,45,MTBLS798,-1
6172,45,MTBLS798,2
6173,45,MTBLS798,7
6174,45,MTBLS798,5
6175,45,MTBLS798,-13
6176,45,MTBLS798,0
6177,45,MTBLS798,-1
6178,34,AMBIGUOUS: MTBLS395,-592
6179,45,MTBLS798,-10
6180,45,MTBLS798,5
6181,45,MTBLS798,8
6182,45,MTBLS798,-5
6183,45,MTBLS798,2
6184,45,MTBLS798,5
6185,45,MTBLS798,0
6186,12,AMBIGUOUS: MTBLS147,-783
6187,45,MTBLS798,-2
6188,45,MTBLS798,2
6189,45,MTBLS798,4
6190,45,MTBLS798,-1
6191,12,AMBIGUOUS: MTBLS147,-776
6192,45,MTBLS798,12
6193,45,MTBLS798,-58
6194,45,MTBLS798,-19
6195,12,AMBIGUOUS: MTBLS147,-776
6196,45,MTBLS798,9
6197,45,MTBLS798,8
6198,45,MTBLS798,2
6199,45,MTBLS798,18
6200,12,AMBIGUOUS: MTBLS147,-687
6201,45,MTBLS798,-9
6202,45,MTBLS798,-2
6203,45,MTBLS798,9
6204,45,MTBLS798,8
6205,45,MTBLS798,-7
6206,45,MTBLS798,10
6207,34,AMBIGUOUS: MTBLS395,-540
6208,45,MTBLS798,-6
6209,45,MTBLS798,2
6210,34,AMBIGUOUS: MTBLS395,-590
6211,12,AMBIGUOUS: MTBLS147,-778
6212,45,MTBLS798,13
6213,45,MTBLS798,-13
6214,45,MTBLS798,9
6215,45,MTBLS798,0
6216,34,AMBIGUOUS: MTBLS395,-774
6217,34,AMBIGUOUS: MTBLS395,-775
6218,45,MTBLS798,5
6219,45,MTBLS798,7
6220,45,MTBLS798,13
6221,45,MTBLS798,-66
6222,45,MTBLS798,1
6223,12,AMBIGUOUS: MTBLS147,-780
6224,45,MTBLS798,-6
6225,45,MTBLS798,3
6226,45,MTBLS798,1
6227,45,MTBLS798,9
6228,45,MTBLS798,-15
6229,45,MTBLS798,-5
6230,45,MTBLS798,11
6231,12,AMBIGUOUS: MTBLS147,-762
6232,45,MTBLS798,15
6233,45,MTBLS798,10
6234,45,MTBLS798,6
6235,45,MTBLS798,-7
6236,34,AMBIGUOUS: MTBLS395,-663
6237,45,MTBLS798,15
6238,45,MTBLS798,11
6239,45,MTBLS798,1
6240,45,MTBLS798,-1
6241,45,MTBLS798,6
6242,45,MTBLS798,-3
6243,45,MTBLS798,-7
6244,34,AMBIGUOUS: MTBLS395,-766
6245,45,MTBLS798,-3
6246,45,MTBLS798,8
6247,45,MTBLS798,15
6248,45,MTBLS798,13
6249,12,AMBIGUOUS: MTBLS147,-779
6250,45,MTBLS798,-1
6251,45,MTBLS798,14
6252,45,MTBLS798,-11
6253,45,MTBLS798,17
6254,45,MTBLS798,3
6255,45,MTBLS798,-25
6256,45,MTBLS798,-25
6257,45,MTBLS798,2
6258,45,MTBLS798,18
6259,45,MTBLS798,5
6260,45,MTBLS798,5
6261,45,MTBLS798,-10
6262,45,MTBLS798,-6
6263,12,AMBIGUOUS: MTBLS147,-753
6264,45,MTBLS798,15
6265,45,MTBLS798,12
6266,34,AMBIGUOUS: MTBLS395,-774
6267,45,MTBLS798,19
6268,45,MTBLS798,-1
6269,45,MTBLS798,15
6270,45,MTBLS798,12
6271,45,MTBLS798,-1
6272,45,MTBLS798,0
6273,45,MTBLS798,4
6274,45,MTBLS798,-2
6275,45,MTBLS798,-52
6276,12,AMBIGUOUS: MTBLS147,-664
6277,45,MTBLS798,-2
6278,45,MTBLS798,4
6279,45,MTBLS798,4
6280,45,MTBLS798,2
6281,12,AMBIGUOUS: MTBLS147,-792
6282,45,MTBLS798,0
6283,34,AMBIGUOUS: MTBLS395,-611
6284,45,MTBLS798,11
6285,45,MTBLS798,8
6286,45,MTBLS798,16
6287,45,MTBLS798,3
6288,45,MTBLS798,-5
6289,45,MTBLS798,-6
6290,45,MTBLS798,11
6291,45,MTBLS798,-35
6292,45,MTBLS798,-8
6293,45,MTBLS798,-31
6294,45,MTBLS798,9
6295,45,MTBLS798,-1
6296,45,MTBLS798,6
6297,45,MTBLS798,-1
6298,45,MTBLS798,22
6299,45,MTBLS798,10
6300,45,MTBLS798,1
6301,45,MTBLS798,6
6302,45,MTBLS798,6
6303,45,MTBLS798,-3
6304,45,MTBLS798,8
6305,45,MTBLS798,3
6306,45,MTBLS798,4
6307,45,MTBLS798,8
6308,45,MTBLS798,-4
6309,45,MTBLS798,5
6310,34,AMBIGUOUS: MTBLS395,-654
6311,45,MTBLS798,9
6312,45,MTBLS798,2
6313,34,AMBIGUOUS: MTBLS395,-765
6314,45,MTBLS798,-15
6315,45,MTBLS798,2
6316,45,MTBLS798,-33
6317,34,AMBIGUOUS: MTBLS395,-633
6318,45,MTBLS798,9
6319,12,AMBIGUOUS: MTBLS147,-773
6320,45,MTBLS798,-10
6321,45,MTBLS798,-3
6322,34,AMBIGUOUS: MTBLS395,-603
6323,45,MTBLS798,5
6324,45,MTBLS798,-1
6325,45,MTBLS798,-1
6326,45,MTBLS798,2
6327,45,MTBLS798,-6
6328,45,MTBLS798,-11
6329,45,MTBLS798,-9
6330,45,MTBLS798,-7
6331,12,AMBIGUOUS: MTBLS147,-788
6332,34,AMBIGUOUS: MTBLS395,-773
6333,45,MTBLS798,3
6334,45,MTBLS798,1
6335,45,MTBLS798,-3
6336,45,MTBLS798,1
6337,45,MTBLS798,-16
6338,45,MTBLS798,-2
6339,34,AMBIGUOUS: MTBLS395,-779
6340,45,MTBLS798,7
6341,45,MTBLS798,13
6342,34,AMBIGUOUS: MTBLS395,-771
6343,45,MTBLS798,13
6344,45,MTBLS798,4
6345,45,MTBLS798,23
6346,45,MTBLS798,7
6347,45,MTBLS798,16
6348,12,AMBIGUOUS: MTBLS147,-713
6349,86,unassigned,388
6350,45,MTBLS798,20
6351,45,MTBLS798,6
6352,45,MTBLS798,-6
6353,62,MTBLS46,-821
6354,45,MTBLS798,12
6355,45,MTBLS798,-28
6356,45,MTBLS798,4
6357,34,AMBIGUOUS: MTBLS395,-776
6358,45,MTBLS798,3
6359,34,AMBIGUOUS: MTBLS395,-763
6360,34,AMBIGUOUS: MTBLS395,-769
6361,45,MTBLS798,7
6362,45,MTBLS798,14
6363,34,AMBIGUOUS: MTBLS395,-756
6364,45,MTBLS798,13
6365,45,MTBLS798,4
6366,45,MTBLS798,-58
6367,45,MTBLS798,-20
6368,45,MTBLS798,-12
6369,45,MTBLS798,41
6370,87,unassigned,8
6371,45,MTBLS798,19
6372,29,unassigned,4522
6373,45,MTBLS798,2
6374,34,AMBIGUOUS: MTBLS395,-767
6375,45,MTBLS798,-13
6376,34,AMBIGUOUS: MTBLS395,-779
6377,45,MTBLS798,-2
6378,45,MTBLS798,13
6379,45,MTBLS798,7
6380,45,MTBLS798,9
6381,45,MTBLS798,-1
6382,34,AMBIGUOUS: MTBLS395,-774
6383,45,MTBLS798,-17
6384,45,MTBLS798,-26
6385,45,MTBLS798,-18
6386,45,MTBLS798,-1
6387,45,MTBLS798,15
6388,45,MTBLS798,-4
6389,12,AMBIGUOUS: MTBLS147,-761
6390,34,AMBIGUOUS: MTBLS395,-615
6391,34,AMBIGUOUS: MTBLS395,-769
6392,45,MTBLS798,11
6393,45,MTBLS798,-4
6394,45,MTBLS798,-2
6395,45,MTBLS798,4
6396,34,AMBIGUOUS: MTBLS395,-626
6397,45,MTBLS798,7
6398,45,MTBLS798,-11
6399,45,MTBLS798,16
6400,34,AMBIGUOUS: MTBLS395,-770
6401,45,MTBLS798,-20
6402,12,AMBIGUOUS: MTBLS147,-774
6403,53,unassigned,485
6404,45,MTBLS798,21
6405,12,AMBIGUOUS: MTBLS147,-775
6406,45,MTBLS798,5
6407,45,MTBLS798,-11
6408,45,MTBLS798,-4
6409,45,MTBLS798,-12
6410,34,AMBIGUOUS: MTBLS395,-775
6411,45,MTBLS798,-8
6412,45,MTBLS798,5
6413,45,MTBLS798,6
6414,45,MTBLS798,-10
6415,45,MTBLS798,-4
6416,45,MTBLS798,4
6417,45,MTBLS798,-10
6418,12,AMBIGUOUS: MTBLS147,-718
6419,45,MTBLS798,4
6420,45,MTBLS798,11
6421,45,MTBLS798,15
6422,12,AMBIGUOUS: MTBLS147,-768
6423,45,MTBLS798,-4
6424,45,MTBLS798,12
6425,45,MTBLS798,-15
6426,45,MTBLS798,4
6427,45,MTBLS798,5
6428,34,AMBIGUOUS: MTBLS395,-777
6429,45,MTBLS798,10
6430,34,AMBIGUOUS: MTBLS395,-772
6431,12,AMBIGUOUS: MTBLS147,-772
6432,45,MTBLS798,-3
6433,45,MTBLS798,5
6434,45,MTBLS798,1
6435,34,AMBIGUOUS: MTBLS395,-763
6436,45,MTBLS798,4
6437,45,MTBLS798,12
6438,45,MTBLS798,3
6439,45,MTBLS798,13
6440,45,MTBLS798,-8
6441,45,MTBLS798,-8
6442,34,AMBIGUOUS: MTBLS395,-533
6443,45,MTBLS798,7
6444,45,MTBLS798,24
6445,45,MTBLS798,9
6446,45,MTBLS798,-34
6447,12,AMBIGUOUS: MTBLS147,-789
6448,45,MTBLS798,-11
6449,45,MTBLS798,2
6450,45,MTBLS798,-5
6451,34,AMBIGUOUS: MTBLS395,-673
6452,45,MTBLS798,-14
6453,45,MTBLS798,-23
6454,45,MTBLS798,-28
6455,45,MTBLS798,-72
6456,34,AMBIGUOUS: MTBLS395,-607
6457,53,unassigned,470
6458,45,MTBLS798,13
6459,12,AMBIGUOUS: MTBLS147,-779
6460,45,MTBLS798,-4
6461,45,MTBLS798,19
6462,45,MTBLS798,18
6463,45,MTBLS798,2
6464,88,unassigned,-3353
6465,45,MTBLS798,-4
6466,45,MTBLS798,4
6467,45,MTBLS798,-5
6468,45,MTBLS798,-6
6469,45,MTBLS798,8
6470,34,AMBIGUOUS: MTBLS395,-789
6471,12,AMBIGUOUS: MTBLS147,-777
6472,45,MTBLS798,-1
6473,45,MTBLS798,-14
6474,45,MTBLS798,-1
6475,45,MTBLS798,-8
6476,45,MTBLS798,10
6477,45,MTBLS798,-7
6478,45,MTBLS798,9
6479,45,MTBLS798,7
6480,12,AMBIGUOUS: MTBLS147,-759
6481,45,MTBLS798,7
6482,45,MTBLS798,22
6483,12,AMBIGUOUS: MTBLS147,-811
6484,45,MTBLS798,-6
6485,45,MTBLS798,6
6486,45,MTBLS798,0
6487,12,AMBIGUOUS: MTBLS147,-762
6488,45,MTBLS798,0
6489,45,MTBLS798,3
6490,45,MTBLS798,3
6491,45,MTBLS798,9
6492,45,MTBLS798,1
6493,45,MTBLS798,12
6494,45,MTBLS798,-85
6495,45,MTBLS798,-21
6496,45,MTBLS798,6
6497,45,MTBLS798,13
6498,45,MTBLS798,13
6499,12,AMBIGUOUS: MTBLS147,-776
6500,45,MTBLS798,2
6501,34,AMBIGUOUS: MTBLS395,-768
6502,45,MTBLS798,3
6503,45,MTBLS798,-14
6504,45,MTBLS798,6
6505,45,MTBLS798,-6
6506,45,MTBLS798,-8
6507,45,MTBLS798,7
6508,45,MTBLS798,17
6509,45,MTBLS798,17
6510,45,MTBLS798,14
6511,45,MTBLS798,12
6512,45,MTBLS798,-17
6513,45,MTBLS798,-11
6514,34,AMBIGUOUS: MTBLS395,-614
6515,45,MTBLS798,-9
6516,45,MTBLS798,2
6517,45,MTBLS798,3
6518,34,AMBIGUOUS: MTBLS395,-769
6519,45,MTBLS798,-9
6520,34,AMBIGUOUS: MTBLS395,-601
6521,45,MTBLS798,-15
6522,34,AMBIGUOUS: MTBLS395,-565
6523,45,MTBLS798,-3
6524,45,MTBLS798,-14
6525,45,MTBLS798,6
6526,45,MTBLS798,-3
6527,45,MTBLS798,4
6528,34,AMBIGUOUS: MTBLS395,-766
6529,45,MTBLS798,14
6530,12,AMBIGUOUS: MTBLS147,-778
6531,45,MTBLS798,-9
6532,45,MTBLS798,7
6533,45,MTBLS798,-6
6534,45,MTBLS798,10
6535,45,MTBLS798,-3
6536,45,MTBLS798,-6
6537,45,MTBLS798,-4
6538,45,MTBLS798,16
6539,45,MTBLS798,3
6540,45,MTBLS798,11
6541,45,MTBLS798,-7
6542,45,MTBLS798,17
6543,45,MTBLS798,0
6544,12,AMBIGUOUS: MTBLS147,-780
6545,45,MTBLS798,5
6546,45,MTBLS798,12
6547,45,MTBLS798,5
6548,45,MTBLS798,26
6549,45,MTBLS798,4
6550,45,MTBLS798,-9
6551,45,MTBLS798,-4
6552,45,MTBLS798,19
6553,45,MTBLS798,14
6554,45,MTBLS798,14
6555,45,MTBLS798,5
6556,34,AMBIGUOUS: MTBLS395,-567
6557,45,MTBLS798,7
6558,45,MTBLS798,9
6559,45,MTBLS798,-3
6560,34,AMBIGUOUS: MTBLS395,-784
6561,45,MTBLS798,4
6562,45,MTBLS798,8
6563,45,MTBLS798,8
6564,45,MTBLS798,1
6565,45,MTBLS798,15
6566,12,AMBIGUOUS: MTBLS147,-805
6567,12,AMBIGUOUS: MTBLS147,-779
6568,45,MTBLS798,-7
6569,45,MTBLS798,-21
6570,45,MTBLS798,13
6571,45,MTBLS798,19
6572,45,MTBLS798,4
6573,45,MTBLS798,8
6574,45,MTBLS798,-7
6575,45,MTBLS798,2
6576,45,MTBLS798,3
6577,45,MTBLS798,-1
6578,45,MTBLS798,15
6579,45,MTBLS798,12
6580,34,AMBIGUOUS: MTBLS395,-781
6581,45,MTBLS798,0
6582,34,AMBIGUOUS: MTBLS395,-778
6583,12,AMBIGUOUS: MTBLS147,-784
6584,45,MTBLS798,6
6585,45,MTBLS798,6
6586,45,MTBLS798,-5
6587,45,MTBLS798,3
6588,45,MTBLS798,29
6589,45,MTBLS798,11
6590,12,AMBIGUOUS: MTBLS147,-778
6591,45,MTBLS798,-20
6592,12,AMBIGUOUS: MTBLS147,-779
6593,45,MTBLS798,5
6594,45,MTBLS798,12
6595,45,MTBLS798,12
6596,45,MTBLS798,6
6597,45,MTBLS798,18
6598,45,MTBLS798,5
6599,34,AMBIGUOUS: MTBLS395,-767
6600,45,MTBLS798,1
6601,45,MTBLS798,-78
6602,34,AMBIGUOUS: MTBLS395,-776
6603,45,MTBLS798,13
6604,45,MTBLS798,-10
6605,45,MTBLS798,3
6606,45,MTBLS798,4
6607,45,MTBLS798,-3
6608,34,AMBIGUOUS: MTBLS395,-774
6609,45,MTBLS798,9
6610,29,unassigned,4546
6611,34,AMBIGUOUS: MTBLS395,-776
6612,45,MTBLS798,24
6613,45,MTBLS798,-10
6614,68,MTBLS2336,-826
6615,45,MTBLS798,-3
6616,45,MTBLS798,-7
6617,34,AMBIGUOUS: MTBLS395,-761
6618,45,MTBLS798,-4
6619,34,AMBIGUOUS: MTBLS395,-646
6620,34,AMBIGUOUS: MTBLS395,-779
6621,45,MTBLS798,12
6622,34,AMBIGUOUS: MTBLS395,-559
6623,45,MTBLS798,21
6624,34,AMBIGUOUS: MTBLS395,-777
6625,45,MTBLS798,5
6626,45,MTBLS798,6
6627,45,MTBLS798,8
6628,12,AMBIGUOUS: MTBLS147,-697
6629,45,MTBLS798,0
6630,45,MTBLS798,-4
6631,45,MTBLS798,-2
6632,45,MTBLS798,15
6633,45,MTBLS798,7
6634,34,AMBIGUOUS: MTBLS395,-804
6635,45,MTBLS798,5
6636,45,MTBLS798,14
6637,45,MTBLS798,4
6638,45,MTBLS798,-13
6639,45,MTBLS798,-2
6640,45,MTBLS798,1
6641,45,MTBLS798,0
6642,45,MTBLS798,3
6643,45,MTBLS798,-10
6644,45,MTBLS798,-10
6645,12,AMBIGUOUS: MTBLS147,-705
6646,45,MTBLS798,12
6647,45,MTBLS798,-35
6648,45,MTBLS798,-5
6649,45,MTBLS798,20
6650,34,AMBIGUOUS: MTBLS395,-856
6651,45,MTBLS798,-6
6652,45,MTBLS798,0
6653,45,MTBLS798,0
6654,45,MTBLS798,4
6655,45,MTBLS798,-6
